x,y,class
2.5653562655455664,1.0690789281980686,1.0
2.7744546877044893,1.9662718496728069,1.0
2.869314902283597,2.59256477320732,1.0
1.0736527312148945,2.3043560703169255,1.0
2.9267423614584724,3.077721568098573,1.0
3.3179827373772093,2.3338465936830053,1.0
1.1002167618768586,0.8647228913520821,1.0
2.7063130407274816,2.560735483802672,1.0
1.4021192745044737,2.713706257233527,1.0
2.6667854258741954,2.076688683159713,1.0
3.599932550616341,2.861105692133286,1.0
1.5970078737788862,2.484316874753018,1.0
2.575468448986869,2.0091498723577277,1.0
2.0618560017258725,2.2692072669293353,1.0
2.96430121674212,1.4430902572432491,1.0
2.4964039287085016,0.5417985441951474,1.0
2.706192695269655,1.4068634915067282,1.0
2.4828111092612706,3.5688948085289223,1.0
1.8766074326976538,2.8128206930608997,1.0
2.063805000864422,-0.8670373061544616,1.0
2.2914484660470658,1.975106995140805,1.0
3.8976867699916755,0.41697311924730984,1.0
1.804080871085142,2.0717279346657147,1.0
1.8630870919379063,2.437006482556842,1.0
0.9841185395671512,1.776715319625342,1.0
0.8111981862063562,1.9066891094594658,1.0
1.0377045125984226,1.2903594616062772,1.0
0.7805337100914342,1.2620622131632442,1.0
2.088143183511609,1.4657409413037499,1.0
1.7099338359925018,2.859016553095194,1.0
1.9814409219977636,1.2989825779796247,1.0
1.850681482519222,2.993131858537014,1.0
3.05133184851939,2.2223927692162135,1.0
1.51036032244888,2.1426953927515004,1.0
2.5303415522959294,1.174956967099046,1.0
2.6468499165715524,2.3965100916505513,1.0
3.953353832592512,1.6438103387510479,1.0
1.1404851494693773,0.905786388817216,1.0
1.3042801361743526,2.29663912832134,1.0
1.5373442148141192,2.753741586505752,1.0
2.965473290411552,0.44623624502096093,1.0
3.136028161787772,3.5054124197507184,1.0
1.6945123033286142,1.7403417327396613,1.0
1.7323745416847358,2.009828082268624,1.0
1.2219128390956828,2.201190350640076,1.0
3.34846299902381,1.0824095157505826,1.0
2.6791925530495435,0.7498879383532995,1.0
1.549210043849462,-0.05537371055711615,1.0
3.355794934391664,0.7211134280197282,1.0
1.756478849685621,2.436341512756485,1.0
1.9099586673387086,2.8401784671977595,1.0
2.9489751666972817,2.5148754050760775,1.0
1.231038760837706,2.6501083465998136,1.0
2.3481890264555867,1.8822276854140765,1.0
1.7618134473230171,0.5298371392136791,1.0
1.9287720082830202,1.680093648628968,1.0
1.9906782026376786,2.5695602530109953,1.0
1.6532941257567104,1.8704149239618248,1.0
2.9726621841014707,1.6893614208063312,1.0
2.891285704900704,1.9061307260828975,1.0
2.2184858792042337,2.206555759538054,1.0
1.9370655752786792,1.5470845768217525,1.0
1.2610548408829758,1.291949025460173,1.0
3.3102955970139396,3.2183628020327557,1.0
1.9527727333178309,3.1455559516827227,1.0
1.8219491209400587,1.5394996762560311,1.0
0.642999942669459,2.697029486705004,1.0
3.593534473752399,1.3724526111759403,1.0
0.2547613122245911,0.409617012177212,1.0
1.887292907676885,0.1605282118362834,1.0
2.6177004393693193,2.8819601731302713,1.0
2.4391038862901744,2.5585761075803832,1.0
-0.31324423813717495,2.274373697517791,1.0
1.1717336659546298,2.532718905991814,1.0
2.986692650141703,1.7972843306918236,1.0
2.5392954666671996,3.4333566151848385,1.0
2.761120197192092,1.9453944821696652,1.0
1.1647067907284838,2.2861018044503805,1.0
2.2646355453350084,0.47405342953172114,1.0
1.0121880381512822,3.130915269413282,1.0
0.9078280136938088,2.63919325789061,1.0
2.8096622125393935,3.088792995552013,1.0
2.089387710638741,0.4961638059012974,1.0
1.3145869671758712,1.586035259283196,1.0
2.1157556033670506,3.1745264625160985,1.0
2.770460267630778,0.1359183911028703,1.0
1.9917521587870393,2.1854548979978117,1.0
2.062462671167936,1.7344881129658978,1.0
2.1024879897972957,2.680177890582352,1.0
1.706979954795251,1.1424026680667414,1.0
2.5285827487476116,1.8221140894437,1.0
0.7233293122835647,3.9035516729432675,1.0
0.6463257665102364,2.982826122879874,1.0
4.965281722660723,1.5727001350296486,1.0
1.951156770442633,1.7861148363753956,1.0
3.3153865616004667,2.18658656080524,1.0
3.014583549185887,1.3153795320845307,1.0
1.5694965220941337,1.0627214301564425,1.0
2.266062404062859,2.6310859631986787,1.0
1.9596920254399306,2.4950215692593516,1.0
1.3101153807549069,2.54092327516204,1.0
1.0179645985809334,2.7707872678081684,1.0
3.1139511049099546,0.8369626147054263,1.0
1.4655888242332367,1.3666450708704094,1.0
2.6617129773547443,2.516085489474034,1.0
1.7898365633547182,3.268868533623256,1.0
1.230272675679827,1.758495110305527,1.0
1.0853362651196092,2.0283960298108923,1.0
2.0239952426069667,1.2941980470733898,1.0
0.8944213487433101,1.8117751175782428,1.0
2.920291502960912,1.995940139021402,1.0
2.6267479595591285,3.0339424233405534,1.0
2.215661892063344,2.3246520810063984,1.0
3.7198709709423268,0.9848388712643796,1.0
1.636832013637772,2.1605598788477294,1.0
1.5097587139466568,0.6341591583453858,1.0
2.2083994433765395,0.21578014154785996,1.0
4.201426456900173,2.30740478371929,1.0
-0.28443343034968915,1.4121607309724515,1.0
2.650676716088684,2.2824323759863194,1.0
2.3821989460269037,1.0515120249754266,1.0
3.6313204173303713,2.594942477472321,1.0
2.603392129049192,2.323077165684328,1.0
1.5256568746140207,1.52919996925404,1.0
0.1431484661152589,2.472826403323978,1.0
0.8960161455476983,1.896669646941053,1.0
1.3357804185894475,1.8061661842757393,1.0
2.295830234883106,3.2767963953414294,1.0
3.133168863369657,3.578070929195029,1.0
2.1054378223826085,2.848860723198564,1.0
0.9792355348620723,1.7132603972043827,1.0
2.9160869208930476,2.8417192781248017,1.0
0.6656501837369131,2.578635730887318,1.0
1.4200616511965003,1.6445374681169431,1.0
1.178015770955459,2.8785276157789905,1.0
2.206686561215582,1.464329586958337,1.0
3.2349834793788625,1.3532630666182612,1.0
2.371125901704706,2.3607391296390023,1.0
1.624433610938859,3.067998357417383,1.0
2.8558183454749204,1.6408988324677458,1.0
2.06694928183716,3.1389650834548704,1.0
2.510402221605106,0.3357093761013037,1.0
2.137169161503626,1.770948054208798,1.0
2.0986999302234923,2.771153830560567,1.0
0.2852767354385357,1.4506432478567992,1.0
3.3932508408587507,0.7029657769590669,1.0
2.3169831022100054,2.428557263127816,1.0
1.6533055410576287,1.691504290199702,1.0
1.8297973557048033,1.9522899546036725,1.0
0.6439512107831824,3.3563380855280833,1.0
1.5874936314381705,1.4704013406352807,1.0
2.806135799645094,1.2778269619618197,1.0
1.5786567074582574,2.123523628843291,1.0
3.006677490387487,3.742250935626892,1.0
1.7029510103625203,1.3019127298019075,1.0
0.27755932265840055,2.528012278888321,1.0
1.7927185977785083,2.2955532079630236,1.0
1.1462895982569368,3.420906518209654,1.0
1.0553905724821178,0.9576629971226562,1.0
1.787754585554418,1.5286463914567974,1.0
1.797723504541531,0.4478974776623883,1.0
2.0236570552024764,2.8128830313963364,1.0
2.744830524806039,0.7821821651967684,1.0
1.3261814343588543,2.906466424047876,1.0
0.8973523767493583,1.498124168418129,1.0
1.5707509915674964,0.36559240395197135,1.0
1.6609033055237683,2.312282610341957,1.0
1.5458194568869086,2.891136769290307,1.0
1.123794042102792,2.367782359339733,1.0
2.2485540044276364,1.325279897387569,1.0
2.0558894590572425,1.2019256316545701,1.0
3.2718802596646324,3.4597989266032996,1.0
0.9607009081128601,2.946597291033382,1.0
2.272417881191233,1.1532021661250982,1.0
-0.11538006480240881,1.8902748638100304,1.0
1.509640346979635,1.0905919728990887,1.0
2.2517870422597888,-0.33206102414106153,1.0
1.8244086194959352,1.8405411445010686,1.0
2.2126964199302157,1.7554112984782524,1.0
0.8543491624346367,0.7289532349078285,1.0
1.7633989183373986,2.879849218466598,1.0
2.382631405416582,1.6862838495557686,1.0
2.002340699736326,2.4570949895600966,1.0
3.6831417793002705,1.8138981799801874,1.0
1.5620806688405897,2.013550240741666,1.0
2.605767316827637,2.9037276586535827,1.0
2.191356821272623,2.980347891110042,1.0
2.11503651033691,1.0267602904375823,1.0
1.6177872636970425,1.6706071748352889,1.0
1.7423317965283558,4.524614351135713,1.0
3.3082956510949058,2.7986404789503054,1.0
4.728018890820628,1.6801877507979077,1.0
1.7303566773348487,1.3512167647518971,1.0
1.791289668968401,2.358781634171104,1.0
1.1047649306641383,1.3868354669567957,1.0
2.0036993766772273,2.8992962237192175,1.0
2.2317387753431173,1.623544462443656,1.0
2.4391532263965225,1.6683000104628232,1.0
1.1377778623536416,3.702525480462589,1.0
1.180806415361309,0.9349262433436283,1.0
2.60857482920865,0.6109038650081577,1.0
2.953393869711583,2.888497103487872,1.0
2.5867412049152,1.4462740861500958,1.0
1.1197247229555354,2.4362824734660258,1.0
1.1293001359327488,3.0460391596333816,1.0
1.8426847413892535,0.4734184354664661,1.0
2.735015230742874,1.5175335759372217,1.0
1.137391482149265,1.2134927566759555,1.0
2.4035750178041027,0.9885965891264279,1.0
1.8096417368334137,2.6892235290452775,1.0
2.6059456726590113,1.033159341982206,1.0
3.866705924785097,2.4652207939196513,1.0
3.185317134815305,1.9291262114166456,1.0
0.36592514049819513,2.078208868396655,1.0
1.452946340369786,0.1904757071279095,1.0
1.7353326136144962,2.1570927153548913,1.0
0.934168746710474,1.7615255343229974,1.0
1.7026304026112422,2.254468822419916,1.0
2.1315964652096673,2.075495681834502,1.0
2.5937880734956877,2.5319522360527564,1.0
2.3750587017009037,3.5375065536696866,1.0
1.0140100544337805,1.001351765032768,1.0
2.6521944160397655,3.4114174622226665,1.0
1.9110380311437152,0.387822989587147,1.0
1.3066523904462164,0.9603556346494084,1.0
1.0673496389051444,3.8812576191533115,1.0
2.1097613191700884,2.118700648383201,1.0
2.0294928065995257,1.078384267557123,1.0
3.2418085950628894,3.4596861952343447,1.0
0.3053590670627562,2.326371317893146,1.0
3.14212468684113,1.1660617129900626,1.0
1.7525390791044189,1.8909050745431109,1.0
2.285565192854131,2.534297851353214,1.0
1.1933092247010664,1.782674273957219,1.0
2.5910056048316257,1.3347971098295535,1.0
2.230752289089924,2.9685484324813007,1.0
2.94946561322115,2.5469339807128684,1.0
3.0990285592562183,2.4977273066817425,1.0
2.7506045910315855,2.0004588009039264,1.0
1.604153698311508,2.379326868821481,1.0
0.8511084570288137,1.4197368256685483,1.0
2.519411400998334,1.7865316230021018,1.0
1.5068156090053257,2.5573167270344332,1.0
2.2384897816591818,1.8607224702745948,1.0
1.2419084614864158,1.9739778419784937,1.0
2.7921836410368517,1.7089569239257456,1.0
1.5143446070649897,2.9922045543706592,1.0
3.187591195076972,1.4305404034466038,1.0
1.9851181237129256,1.2867438819562365,1.0
1.4699306187890726,1.4680275366899016,1.0
2.5522908200478054,2.1568511679006437,1.0
0.5171342971900605,3.314531695761123,1.0
2.574070842525947,2.49902057353858,1.0
3.4191658910484968,0.0027049998622428184,1.0
2.3733065871615304,0.9052775176574208,1.0
1.7937968001087166,0.5802385689594363,1.0
2.3401449082798247,2.0710039245280947,1.0
2.916698132868411,1.4708132301320156,1.0
2.1594409441447753,3.0720229329876987,1.0
0.6718022510079764,2.9572454666476933,1.0
2.5663869518860762,2.3627418695118085,1.0
2.6507637628747482,2.9482567023645534,1.0
1.6065304988802218,3.540222409499781,1.0
1.8543528594909893,3.1305919079986193,1.0
2.1416562526691596,2.8468964262920897,1.0
1.9450481521140714,0.23848185602993377,1.0
3.6694606134897723,2.0300983788171414,1.0
