x1,x2,label
0.9705341365499269,2.318027918176834,0.0
2.0470903687518907,2.487679709961311,0.0
1.8594360107697356,1.9721984897063307,0.0
1.5795271684376475,0.17844379301561952,0.0
1.7527971796187487,3.5167482726349952,0.0
3.337651973454392,2.2972574395762946,0.0
0.9033831338366609,1.4347722823904976,0.0
1.853658482032017,0.8730100637748839,0.0
1.947741042133431,4.211441802940925,0.0
1.9882222903604767,-1.2716880974787594,0.0
0.5596936455857282,2.092615693679751,0.0
2.7046740088607084,2.941282254942502,0.0
0.6036331073414596,1.1381712796266183,0.0
1.0288532297064812,2.605987608510413,0.0
1.5803401763815583,2.9283971833995333,0.0
1.4676535997249163,1.4455907513062276,0.0
1.3217324244233737,2.7287087244293002,0.0
1.0448570434638034,2.0294679884494338,0.0
1.6893849483225336,1.793307967493413,0.0
1.7425723713737449,2.7020388904729646,0.0
1.6002344874660404,0.373418170864235,0.0
0.7736796410908595,2.218883891340896,0.0
3.019899435241547,2.3999716688016335,0.0
2.9062417559595044,5.21310238288013,0.0
1.7644201049969024,2.7890477434966088,0.0
1.5586187640039775,2.94026595490162,0.0
0.27596549829898565,-0.343595988401733,0.0
1.8303390814741378,2.496291574744984,0.0
3.738088585361818,2.5134166169826053,0.0
0.6963671777330116,2.1702245823025996,0.0
3.6272183027908595,2.557704126050938,0.0
2.626759387889831,2.142351569307091,0.0
0.20241092232355307,1.9707785420176571,0.0
2.898081857798602,2.4497196075873506,0.0
1.6637162594815644,0.008043429871408714,0.0
3.8168323735226877,1.2373367240693227,0.0
2.195486307190227,2.5922126254086653,0.0
2.0829770308701407,2.32799082129481,0.0
1.2471851006501558,2.915331739270695,0.0
1.8359285462896422,1.9209775847874264,0.0
0.404882772819269,0.3553970659645598,0.0
2.6737590525943213,0.8483199246635109,0.0
2.987012661372137,2.8303514977975817,0.0
0.846454104214609,2.3934387604621206,0.0
0.15930626520786673,2.4368995521735775,0.0
3.8790119013385302,2.711619450189161,0.0
3.1004585278794066,1.9076000732004215,0.0
1.5400656925808356,3.907750713582904,0.0
0.1817174528064016,1.8456284406587518,0.0
0.8511782878883123,1.6278548260508063,0.0
1.843215727495997,2.945392802782988,0.0
2.460874951268231,2.791804940858596,0.0
3.1815241253999904,1.927153334764188,0.0
